DEELGEMEENTE;STRAAT;NUMMER;TYPE;LIGGING;MI_STYLE;MI_PRINX;latWGS84;loWGS84;Aangemaakt op
Dudzele;DUDZEELSE STEENWEG;DU012;ZD;aan bushalte thv nr 660;Symbol (35, 0, 12);789;51.2664335618684;3.22234223473178;30/10/2017
Zeebrugge;KUSTLAAN;ZB129;F;aan tramhalte dorp (tramsporen richting Blankenberge);Symbol (35, 0, 12);1475;51.3318543392742;3.20640975869438;30/10/2017
Zeebrugge;GRAAF JANSDIJK;ZB046;ZD;tussen Rederskaai en Appelzakstraat;Symbol (35, 0, 12);584;51.3355903483563;3.20653288191526;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1377;51.1927974668933;3.18104097121109;30/10/2017
Sint-Kruis;FORTUINSTRAAT;SK076;FL;aan bushalte op hoek met Welvaartstraat (r.o schoolingang);;349;51.2076333098832;3.25316213782945;30/10/2017
Sint-Michiels;VLIERSTRAAT;SM056;F;aan banken op einde straat;Symbol (35, 0, 12);1147;51.1909743911559;3.20538096145651;30/10/2017
Sint-Kruis;;SK126;F;Gulden Kamer, aan toegangspoort kant Geralaan;;1787;51.2187325091983;3.24830317777051;30/10/2017
Sint-Michiels;KONING ALBERT I-LAAN;SM137;FL;plein balkonrotonde aan doorgangsplein naar Koning Albert I-laan;;1826;51.1952302209536;3.21407511484361;30/10/2017
Sint-Kruis;PETEGEMSTRAAT;SK034;F;op pleintje op einde Petegemstraat;;319;51.2162950602318;3.27268360894198;30/10/2017
Centrum;'T ZAND;BR020;L;aan bruggenhoofd van Capucinerei;Symbol (35, 0, 12);500;51.2040863332068;3.21930631359954;30/10/2017
Brugge centrum;STATIONSPLEIN;BR244;S;aan bushalte - perron 6 (middenperron);;1894;51.1982887872473;3.21826833272321;30/10/2017
Centrum;SINT-JANSSTRAAT;BR377;F;aan bushalte thv nr 15;Symbol (35, 0, 12);846;51.2109561110812;3.22781400654663;30/10/2017
Centrum;BURG;BR039;L;op een vd hoeken vh standbeeld der geliefden;Symbol (35, 0, 12);516;51.2090773607543;3.22658696010266;30/10/2017
Sint-Kruis;BRIEVERSWEG;SK044;F;op hoek met Beukenboslaan;Symbol (35, 0, 12);1117;51.2126382503304;3.26973813204784;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM003;F;aan bushalte, thv school Simon Stevin;;366;51.1924536189671;3.21346985629125;30/10/2017
Assebroek;ASTRIDLAAN;AS027;F;aan bushalte thv oude spoorwegbedding;;18;51.1930575760113;3.26727967021447;30/10/2017
Sint-Andries;ALBERT SERREYNSTRAAT;SA034;F;r.o. nr8;;124;51.1978908510301;3.18107610373171;30/10/2017
Assebroek;TRAMSTRAAT;AS153;F;in midden op fietspad naar K. Idestraat;;1872;51.2030010552271;3.24392096054717;30/10/2017
Centrum;SINT-MAARTENSPLEIN;BR044;L;thv Sint-Walburgakerk;Symbol (35, 0, 12);520;51.2111600479676;3.22901379121286;30/10/2017
Assebroek;;AS058;F;Buiten Kazernevest, aan bushalte tegenaan Maalse Stwg (kant St-Kruis);;45;51.2102576825558;3.24162941447988;30/10/2017
Koolkerke;REIGERSNESTEN;KO007;F;aan speelplein;Symbol (35, 0, 12);1139;51.2327851297343;3.25050059262342;30/10/2017
Assebroek;GASTON ROELANDTSPLEIN;AS043;F;aan standbeeld der gesneuvelden;;32;51.2009831385118;3.24659578875686;30/10/2017
Sint-Kruis;FORTUINSTRAAT;SK077;F;aan bushalte r.o. nr32;;350;51.2074706525528;3.25336342233392;30/10/2017
Assebroek;WEIDESTRAAT;AS148;F;Daverlopark, aan doorsteek glasbollen kant Weidestraat;;1828;51.1926747958644;3.24520400733991;30/10/2017
Sint-Kruis;GERALAAN;SK061;F;aan 2e doorgang tussen 2 parkings;;339;51.2194036302339;3.24767282543426;30/10/2017
Assebroek;PANNENHUISSTRAAT;AS052;F;op hoek met Kerkdreef;;40;51.1882600174922;3.2779113730618;30/10/2017
Sint-Michiels;KOINGIN ASTRIDLAAN;SM086;F;thv immaculatainstituut;Symbol (35, 0, 12);395;51.1886988595113;3.20778705388819;30/10/2017
Zeebrugge;VISMIJNSTRAAT;ZB148;ZD;thv nr 53;Symbol (35, 0, 12);597;51.3328618929461;3.20434054366865;30/10/2017
Sint-Andries;KAMPERFOELIESTRAAT;SA074;F;op speelplein;Symbol (35, 0, 12);1490;51.1847361186067;3.17526425554661;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;253;51.1917636235925;3.17952918611534;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;236;51.1926334713927;3.18063571749979;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;203;51.1940069729388;3.18042923366379;30/10/2017
Sint-Kruis;DEKENSTRAAT;SK037;F;aan trapveld r.o. nr 6;;321;51.2167850592049;3.27906013244063;30/10/2017
Assebroek;BERGJESBOS;MA003;MA;aan ingang bos;;1927;51.1924819103161;3.25071586442719;30/10/2017
Assebroek;LINDELAAN;AS066;F;op speelterrein;;53;51.1970325272444;3.25627434093156;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1374;51.1927062020988;3.1806080457003;30/10/2017
Sint-Andries;PETER BENOITLAAN;SA053;FL;aan bushalte thv nr 41;;141;51.2090712575419;3.20609945778453;30/10/2017
Sint-Pieters;PALINGSTRAAT;SP097;F;Zitplaats 5, aan de splitsing van de spoorwegbedding;Symbol (35, 0, 12);1532;51.2334880166459;3.20525265426048;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM122;F;t.h.v. nr. 238;;1799;51.1822431141278;3.20911882782465;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;230;51.193224447943;3.18340186386754;30/10/2017
Sint-Michiels;'T SPEELHOF;SM099;F;in bosje aan bikeparcours;Symbol (35, 0, 12);1289;51.1908128255556;3.20098291581471;30/10/2017
Centrum;KONINGIN ASTRIDPARK;BR064;L;tussen banken naast kiosk;Symbol (35, 0, 12);538;51.2058297491013;3.2315846026017;30/10/2017
Sint-Andries;LEGEWEG;SA178;F;park Les Acacia, aan ingang kant Hogeweg;;1923;51.2040184741134;3.20401491328787;30/10/2017
;;;;;;1774;51.3200894459214;3.18595941394055;30/10/2017
Sint-Jozef;LOUIS DE POTTERSTRAAT;MA005;MA;aan groep van 4 banken;;1932;51.225500161387;3.23897023449961;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;262;51.1906758567249;3.18210741327184;30/10/2017
Centrum;GRUUTHUSE;BR090;L;op binnenplein;Symbol (35, 0, 12);1357;51.2050392530985;3.22495911331268;30/10/2017
Sint-Jozef;GANDHIPLEIN;SJ057;F;aan banken t.h.v. nr. 3;;1758;51.2302487780003;3.23321539066556;30/10/2017
Sint-Pieters;TEMPELHOF;SP081;F;aan inrit sportcomplex aan hondenclub;Symbol (35, 0, 12);477;51.2259758713562;3.20437698031786;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK048;F;aan ingang gemeentehuis;;328;51.2142377866876;3.24913875614213;30/10/2017
Zeebrugge;ZEEDIJK;ZB029;ZD;thv nr 25;Symbol (35, 0, 12);922;51.3289528186924;3.17850230734232;30/10/2017
Brugge centrum;STATIONSPLEIN;BR241;S;aan bushalte - perron 4 (middenperron);;1892;51.1982086463851;3.21831843245526;30/10/2017
Centrum;GUIDO GEZELLEPLEIN;BR094;L;aan banken;Symbol (35, 0, 12);563;51.2051539073927;3.22411325495327;30/10/2017
Sint-Kruis;GERALAAN;SK064;F;"aan bushalte ""Van Zuylen""";Symbol (35, 0, 12);404;51.2189277006356;3.24755996376455;30/10/2017
Assebroek;LORREINENDREEF;AS119;F;op einde dreef links voorbij parking Ryckevelde;;1592;51.1987947248773;3.28323212797465;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK116;F;op kerkplein r.o. ingang nr 178 tussen 2 zithoeken;Symbol (35, 0, 12);1465;51.2140351513903;3.24854396615686;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;238;51.1926411710138;3.18105601470193;30/10/2017
Sint-Andries;KONING LEOPOLD III-LAAN;SA173;F;op parking watertoren aan toegangshek naar sportpark;;1864;51.1936400214809;3.18588755095367;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;222;51.1942365194221;3.18020760504788;30/10/2017
Zwankendamme;DOORNWEG;ZW003;F;sportvelden aan speelplein (ingang onthaalbureau);Symbol (35, 0, 12);905;51.3089687743826;3.19883495309948;30/10/2017
Centrum;HOEFIJZERLAAN;BR019;F;thv nr 68 (aan bushalte);Symbol (35, 0, 12);499;51.2088245616996;3.21498877869892;30/10/2017
Sint-Pieters;OOSTENDSE STEENWEG;SP117;F;in wegel Sint-Pietersplas aan zijkant tennisclub;;1801;51.2304529616812;3.18981310556529;30/10/2017
Sint-Michiels;JOSU? MAERTENSTRAAT;SM141;F;op speelplein aan trapveld;;1850;51.1884836464772;3.21833357955813;30/10/2017
Christus-Koning;FILIPS DE GOEDELAAN;CK011;L;r.o. nr 1;Symbol (35, 0, 12);1058;51.2122753179366;3.21353259241086;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;267;51.1916304625628;3.18230814205458;30/10/2017
Sint-Michiels;JAGERSSTRAAT;SM109;F;thv hotel Campanile;Symbol (35, 0, 12);961;51.1815379922736;3.20576698163127;30/10/2017
Sint-Andries;KONING LEOPOLD III-LAAN;SA133;F;aan braakliggend stuk grond naast bowling;Symbol (35, 0, 12);1349;51.1937898420936;3.18396662126222;30/10/2017
Dudzele;BOSSIERSGOED;DU009;FL;aan bushalte op hoek met Dorpsplein;Symbol (35, 0, 12);1056;51.2727170536407;3.22417547674466;30/10/2017
Sint-Kruis;VELTEMWEG;SK065;F;links naast ingang Interbad;;342;51.2070636639427;3.25752397181019;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK115;F;op kerkplein r.o. ingang nr 186 tss 2 banken op zitmuur;Symbol (35, 0, 12);1464;51.2143501744425;3.24864710955089;30/10/2017
Kruisabele;DUDZEELSE STEENWEG;KR005;F;bushalte thv doorsteek Sikkelstraat;;104;51.2459571056293;3.23075550144226;30/10/2017
Dudzele;AMAAT VYNCKESTRAAT;DU022;F;sportterrein, aan skateramp;;1738;51.2754820055347;3.22903618874916;30/10/2017
Sint-Pieters;543;SP091;F;oude spoorwegbedding, tegenaan rotonde van Pathoekeweg;Symbol (35, 0, 12);1526;51.2240488761933;3.21444613693815;30/10/2017
Zeebrugge;BRUSSELSTRAAT;ZB042;ZD;op hoek met St-Thomas Morusstraat;Symbol (35, 0, 12);921;51.3282892158388;3.17854147386438;30/10/2017
Zeebrugge;REDERSKAAI;ZB055;ZD;r.o. nr 36;Symbol (35, 0, 12);610;51.3347003324738;3.20605378792633;30/10/2017
Zeebrugge;BARON DE MAERELAAN;ZB004;ZD;r.o. nr 24 op parking;Symbol (35, 0, 12);939;51.3289143582994;3.1838025953408;30/10/2017
Zeebrugge;GRAAF JANSDIJK;ZB107;ZD;mobilhomeparking, naast voetpad t.h.v. paal KW175A08;;1616;51.3337127756807;3.19887088436169;30/10/2017
Centrum;GELDMUNTSTRAAT;BR255;L;ter hoogte van nr 30 A;Symbol (35, 0, 12);753;51.2085951169645;3.22142202738418;30/10/2017
Centrum;STEENSTRAAT;BR276;L;thv hoek met Simon Stevinplein;Symbol (35, 0, 12);1014;51.2067259351922;3.22238300708037;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP105;F;aan ingang naar Tempelhof;;1676;51.2272413013661;3.20611758644048;30/10/2017
Centrum;WALPLEIN;BR102;L;r.o. nr 27;Symbol (35, 0, 12);571;51.2026194199624;3.22419880097024;30/10/2017
Sint-Michiels;;SM013;F;Kerkebeekpad, thv lagere school, naast zitbank;Symbol (35, 0, 12);370;51.1873596451014;3.21350924289024;30/10/2017
Sint-Andries;PIJPENSTROSTRAAT;SA072;F;aan speelterrein;;151;51.1838743607083;3.17657150110861;30/10/2017
Centrum;MINNEWATERPARK;BR136;L;aan korte zijde van petanqueveld;Symbol (35, 0, 12);653;51.1991825251325;3.22473189223809;30/10/2017
;;;;;;1699;51.190960467787;3.21623885769269;30/10/2017
Sint-Pieters;TER POELE;SP020;F;aan bank, aan ingang, kant St-Pietersgroenestraat;Symbol (35, 0, 12);430;51.227022434286;3.21017377697642;30/10/2017
Sint-Pieters;TEMPELHOF;SP066;F;aan skateterrein (2de deel Tempelhof-onder spoorwegbrug door);Symbol (35, 0, 12);466;51.2288432411277;3.20323859125031;30/10/2017
Centrum;KALVARIEBERGSTRAAT;BR460;F;tussen 2 banken op pleintje naast nr49;Symbol (35, 0, 12);1448;51.2198517273889;3.22616448367055;30/10/2017
Centrum;PASTOOR VAN HAECKEPLANTSOEN;BR310;F;aan banken;Symbol (35, 0, 12);1093;51.2138278265579;3.2167428606587;30/10/2017
Centrum;ADRIAAN WILLAERTSTRAAT;BR001;L;zijkant Stadsschouwburg;Symbol (35, 0, 12);483;51.2106663556693;3.22361273002412;30/10/2017
Sint-Andries;ZEEWEG;SAXXX;F;B-T-CH kasteel Beisbroek;Symbol (35, 0, 12);1415;51.1770719213051;3.15315187266872;30/10/2017
Brugge;224;BR266;La;naast trap gouvernementsgebouw;Symbol (35, 0, 12);766;51.2088367949712;3.22486541359715;30/10/2017
Sint-Andries;EDGARD DE SMEDTPLANTSOEN;SA097;F;aan speelplein;;165;51.2022403036249;3.20815669519438;30/10/2017
Sint-Kruis;MAALSE STEENWEG;SK131;FL;aan bushalte t.h.v. nr. 437;;1844;51.2071223141098;3.28042408590063;30/10/2017
Centrum;BARGEWEG;BR176;L;busparking, aan banken op einde van wandelpad langs kanaal;Symbol (35, 0, 12);683;51.1942560822427;3.2277150061894;30/10/2017
Centrum;PHILIPSTOCKSTRAAT;BR017;L;op hoek met Markt;Symbol (35, 0, 12);497;51.2093499799406;3.22481839758336;30/10/2017
Sint-Andries;ALBERT SERREYNSTRAAT;SA029;F;aan ingang provinciaal archief;;119;51.1978769988865;3.18048563797646;30/10/2017
Centrum;EZELSTRAAT;BR447;L;aan bushalte r.o. Klaverstraat;Symbol (35, 0, 12);877;51.2144042314258;3.21675127043093;30/10/2017
Brugge;224;BR348;La;naast trap gouvernementsgebouw;Symbol (35, 0, 12);1011;51.2089829256782;3.22484953404649;30/10/2017
Sint-Michiels;179;SM065;ZD;achterzijde station aan trap kant Boeveriepoort;;1569;51.1984788492542;3.21502594625773;30/10/2017
Brugge;224;BR411;La;aan fietsrek r.o. Geernaartstraat (rechts);Symbol (35, 0, 12);861;51.2090089038531;3.22406112648853;30/10/2017
Zeebrugge;REDERSKAAI;ZB056;ZD;r.o. nr 33;Symbol (35, 0, 12);611;51.3345701160112;3.20553722587503;30/10/2017
Assebroek;BARON RUZETTELAAN;AS077;F;aan randparking naast fietsgarages;;63;51.1810297834787;3.23479571076135;30/10/2017
Sint-Andries;NIEUWE SINT-ANNADREEF;SA077;F;"aan bushalte thv ""De Varens""";;154;51.190071908805;3.17346255464476;30/10/2017
Centrum;DR. SEBRECHTSPARK;BR303;L;tussen Conciergewoning en speeltuintje;Symbol (35, 0, 12);1033;51.2093218029195;3.21761471052562;30/10/2017
Lissewege;ZEEBRUGGELAAN;;;ter hoogte van de zitbanken aan nr 43;Symbol (35, 0, 12);1428;51.2939361148143;3.19199503369563;30/10/2017
Sint-Michiels;KONING ALBERT I-LAAN;SM006;F;op parking t.h.v. nr. 70;;1764;51.1922162650538;3.2122246772893;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK072;F;aan banken in parkje voor gemeentehuis;Symbol (35, 0, 12);1317;51.2139103225545;3.24894550144066;30/10/2017
;;;;;;1643;51.3088845296177;3.19871260418194;30/10/2017
Sint-Michiels;GUSTAAF VERMEERSCHSTRAAT;SM110;F;aan speelplein;Symbol (35, 0, 12);409;51.1775397518608;3.22677945754032;30/10/2017
Assebroek;;AS063;F;Daverlopark / aan petanqueplein bij cafetaria;;50;51.1931547727786;3.24768272765246;30/10/2017
Koolkerke;ARENDSTRAAT;KO028;F;tegen muur kleedkamers krachtbal;;1713;51.2417101609802;3.24734603154347;30/10/2017
Brugge;KONING ALBERT I-LAAN;BR471;L;Koning Albertpark aan begin wandelpad tegenaan Westmeers;;1607;51.2041036563069;3.21900018554199;30/10/2017
Centrum;BEGIJNENVEST;BR128;L;wandelpad Minnewater;Symbol (35, 0, 12);967;51.199459390954;3.22352432358409;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;240;51.1927260014405;3.18154074276332;30/10/2017
Centrum;WIJNGAARDPLEIN;BR112;L;r.o. nr 4;Symbol (35, 0, 12);993;51.2010142358465;3.22432730071798;30/10/2017
Sint-Andries;KLOOSTERVELD;SA130;F;ter hoogte van speelplein langs wandel-en fietspad;Symbol (35, 0, 12);1257;51.1956690312132;3.1885520163459;30/10/2017
centrum;ONZE-LIEVE-VROUWEKERKHOF-ZUID;BR433;L;aan Sint-Bonifaciusbrugje;Symbol (35, 0, 12);874;51.2048705306665;3.22524733888428;30/10/2017
Sint-Pieters;;SP108;F;aan bushalte t.h.v. Vagevuurstraat;;1684;51.258866815178;3.18724702848311;30/10/2017
Sint-Michiels;;SM015;F;Kerkebeekpad, thv bejaardentehuis 'Ten Boomgaarde', naast bank;Symbol (35, 0, 12);1264;51.1860403617506;3.21334922219451;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;255;51.1923814540211;3.17735750883368;30/10/2017
Sint-Kruis;RAADSHERENLAAN;SK092;F;aan begin wandelpad naast nr 44;;358;51.2156186168903;3.27697838110719;30/10/2017
Centrum;SNAGGAARDSTRAAT;BR372;F;aan glascontainer;Symbol (35, 0, 12);1113;51.2158247050079;3.23459033158348;30/10/2017
Zeebrugge;KUSTLAAN;ZB081;F;op hoek met Sint-Donaaskerkstraat;Symbol (35, 0, 12);1174;51.3315859989233;3.20646085436937;30/10/2017
Zeebrugge;EVENDIJK-OOST;ZB096;F;sportcomplex, aan ingang dierenpark;Symbol (35, 0, 12);581;51.3302023470815;3.21380916422852;30/10/2017
Assebroek;DAVERLOSTRAAT;AS127;FL;Daverlopark - bovenaan zithoek op skatepark;;1661;51.1940843776341;3.24834465080877;30/10/2017
Sint-Pieters;GOUDENREGENSTRAAT;SP005;F;aan bushalte thv nr 31;Symbol (35, 0, 12);418;51.234530867794;3.21067577631257;30/10/2017
Sint-Kruis;BABBAERTSTRAAT;SK127;F;op peuterspeeltuin naast bank;;1809;51.2156401365837;3.27309827176456;30/10/2017
Sint-Kruis;BABBAERTSTRAAT;SK121;F;aan banken op einde straat t.h.v. nr. 2;;1679;51.216215654421;3.27070238306221;30/10/2017
Sint-Michiels;PARKLAAN;SM024;F;op speelplein op hoek met Sint-Arnolduslaan;Symbol (35, 0, 12);1211;51.1831448438298;3.22207692985612;30/10/2017
Sint-Michiels;TER BEKE;SM026;F;aan glasbol;Symbol (35, 0, 12);373;51.1854490562096;3.21342928523913;30/10/2017
Dudzele;STATIONSWEG;DU023;F;aan herdenkingsbank WOI aan Herdersbrug;;1819;51.2700083651449;3.21143004601511;30/10/2017
Sint-Kruis;RYCKEVELDE;SK015;F;nabij klein kasteeltje;Symbol (35, 0, 12);1131;51.19617897715;3.29442706294529;30/10/2017
Centrum;NOORDZANDSTRAAT;BR247;L;t.h.v. nr. 34;Symbol (35, 0, 12);749;51.2076456056431;3.22040459342372;30/10/2017
Centrum;NOORDZANDSTRAAT;BR251;L;op 2e binnenplein van Zilverpand;Symbol (35, 0, 12);1041;51.2063245261308;3.21994851795495;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;269;51.1926673979547;3.18424777508412;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;233;51.1925190423126;3.18031957122023;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP120;F;aan bushalte r.o. nr. 362;;1830;51.2432668965927;3.19734492855513;30/10/2017
Centrum;MARIASTRAAT;BR095;L;naast hoofdingang OLV-kerk;Symbol (35, 0, 12);564;51.2044423791728;3.22399419870222;30/10/2017
Centrum;BUITEN BOEVERIEVEST;BR208;L;aan Smedenpoort;Symbol (35, 0, 12);711;51.2044709037668;3.21215776950176;30/10/2017
Assebroek;LELIESTRAAT;AS013;FL;domein 'De Lelie', aan standbeeld Albert I;Symbol (35, 0, 12);1394;51.1976770316291;3.24148869862006;30/10/2017
Kruisabele;DUDZEELSE STEENWEG;KR007;ZD;aan bushalte thv nr 301;;106;51.2369413090108;3.2324375389878;30/10/2017
Sint-Kruis;MAALSE STEENWEG;SK119;F;aan bushalte t.h.v. nrs. 305-307;;1593;51.2078098192359;3.26594171322895;30/10/2017
Centrum;;BR062;La;K. Astridpark, aan ingang Minderbroederstraat r.o. nr 11;Symbol (35, 0, 12);536;51.2066888830172;3.23150832282314;30/10/2017
Dudzele;ZEELAAN;SPXXX;;begraafplaats Blauwe Toren;Symbol (35, 0, 12);1190;51.256370178751;3.19442633779725;30/10/2017
Centrum;EZELPOORT;BR302;L;aan bank op graspleintje;Symbol (35, 0, 12);815;51.2157688758194;3.21634485225366;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA127;FL;aan bushalte thv nr 348;;184;51.1994155539194;3.19133290430981;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1364;51.193948637555;3.18015960542748;30/10/2017
;;;;;;1773;51.3201180112835;3.18595868811254;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1368;51.1938362921198;3.17970507647278;30/10/2017
Sint-Andries;DOORNSTRAAT;SA049;F;r.o. Ter Straten;;137;51.1903934658886;3.18353091808787;30/10/2017
Brugge;HUGO VERRIESTSTRAAT;BR332;L;Op speelplein aan lantaarnpaal 11680;;1807;51.2133870834991;3.23682625583204;30/10/2017
Sint-Pieters;TEMPELHOF;SP082;F;aan kruispunt parking (hoek speelterrein);Symbol (35, 0, 12);478;51.2272266432924;3.2041796504659;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM001;F;aan bushalte, r.o. school Simon Stevin;;364;51.1930692223838;3.21349519517078;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA143;F;naast 2 banken langs muurtje aan voetbalterrein;Symbol (35, 0, 12);1449;51.2007909225527;3.2089010557443;30/10/2017
Assebroek;DRIES;AS142;F;aan bushalte r.o. parking Daverlopark;;1812;51.1931008116614;3.24962908937391;30/10/2017
Sint-Andries;KOUDE KEUKEN;SA021;F;tussen speelplein en vijver;Symbol (35, 0, 12);1223;51.2041123546072;3.18262908509378;30/10/2017
Assebroek;CANADARING;ASXXX;;kinderboerderij;Symbol (35, 0, 12);1298;51.1895961302521;3.24475244776043;30/10/2017
Brugge;'T ZAND;BR475;ZD;aan fontein op middenplein, kant Bevrijdingslaan;;1632;51.2047031419649;3.21783585675285;30/10/2017
Christus-Koning;GULDEN-VLIESLAAN;CK014;L;voorkant Ezelpoort;Symbol (35, 0, 12);880;51.2152791733737;3.21591964807793;30/10/2017
Sint-Jozef;GANDHIPLEIN;SJ004;F;aan wandelpad naast bank in hoek van voetbalterrein;Symbol (35, 0, 12);1217;51.2303309827397;3.23530443287051;30/10/2017
Brugge;OLIEBAAN;BR483;L;op hoek met Duinenabdijstraat;;1767;51.2167723378855;3.2302282097187;30/10/2017
Centrum;VULDERSREITJE;BR077;L;naast basketterrein;Symbol (35, 0, 12);1145;51.2120498868763;3.23599388908223;30/10/2017
Centrum;BREIDELSTRAAT;BR414;L;thv nr 2;Symbol (35, 0, 12);866;51.2086549095666;3.22640174217686;30/10/2017
Dudzele;ZEELAAN;SPXXX;;begraafplaats Blauwe Toren;Symbol (35, 0, 12);1189;51.2563457186782;3.19488126364998;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;211;51.1941465449744;3.18105644056267;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM049;F;voorzijde gemeentehuis, aan banken;Symbol (35, 0, 12);1152;51.1884169970567;3.21095114440644;30/10/2017
Sint-Pieters;;SP065;F;park Ter Poele, aan 2 banken langs pad achter prieel;Symbol (35, 0, 12);465;51.2279647765201;3.20924784464555;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;207;51.1939560331552;3.17974259930178;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;256;51.19158972789;3.18021413582702;30/10/2017
Assebroek;;AS088;F;Daverlopark / tussen speelplein cafetaria en voetbalplein;Symbol (35, 0, 12);1361;51.1934542587532;3.24705992810475;30/10/2017
Centrum;BALSEMBOOMSTRAAT;BR269;F;boven garages;Symbol (35, 0, 12);757;51.2091840351045;3.23950604104207;30/10/2017
Assebroek;ASTRIDLAAN;AS029;FL;aan bushalte r.o. nr 71;;20;51.1987425693472;3.24996603479202;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP046;F;"ter hoogte van de wijk ""Blauwe Poort"" aan bushalte";Symbol (35, 0, 12);448;51.2353672197254;3.20261774971734;30/10/2017
Sint-Kruis;CATTOORSMOLENSTRAAT;SK078;F;op speelterrein tussen nrs. 6 en 8;Symbol (35, 0, 12);1201;51.2121909241378;3.25782806645259;30/10/2017
Centrum;LANGESTRAAT;BR048;L;aan bushalte thv nr 21;Symbol (35, 0, 12);524;51.2097034232622;3.23263221035801;30/10/2017
Sint-Andries;WILGENROOSSTRAAT;SA008;F;aan 1e paar banken in parkje t.h.v. Heideroosstraat;Symbol (35, 0, 12);1514;51.1830712606436;3.17542298000232;30/10/2017
Sint-Pieters;SINT-PIETERSKERKLAAN;SP008;FL;thv nr 61;Symbol (35, 0, 12);421;51.2312402547795;3.21025358196522;30/10/2017
Sint-Michiels;DORPSSTRAAT;SM108;F;r.o. nr7;Symbol (35, 0, 12);408;51.1883628342427;3.21263982790012;30/10/2017
Koolkerke;FORTSTRAAT;KO004;F;aan bushalte en glascontainer;;86;51.2415730265199;3.25018277603832;30/10/2017
Sint-Kruis;VELTEMWEG;SK003;F;links naast ingang Interbad;Symbol (35, 0, 12);1046;51.2070640451993;3.25756454906707;30/10/2017
Centrum;KAZERNEVEST;BR121;L;op hoek Predikherenrei;Symbol (35, 0, 12);642;51.2055245008227;3.2363662693629;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;246;51.1918817577186;3.18194397300141;30/10/2017
Centrum;KATELIJNESTRAAT;BR107;L;thv nr 105;Symbol (35, 0, 12);576;51.2012636122983;3.22758795747556;30/10/2017
